   1.9800000e+03   3.3880000e+02
   1.9800000e+03   3.3880000e+02
   1.9810000e+03   3.3999000e+02
   1.9840000e+03   3.4398000e+02
   1.9840000e+03   3.4398000e+02
   1.9850000e+03   3.4546000e+02
   1.9860000e+03   3.4688000e+02
   1.9870000e+03   3.4861000e+02
   1.9870000e+03   3.4861000e+02
   1.9870000e+03   3.4861000e+02
   1.9880000e+03   3.5114000e+02
   1.9890000e+03   3.5278000e+02
   1.9890000e+03   3.5278000e+02
   1.9930000e+03   3.5671000e+02
   1.9950000e+03   3.6002000e+02
   1.9980000e+03   3.6555000e+02
   1.9980000e+03   3.6555000e+02
   1.9990000e+03   3.6763000e+02
   2.0020000e+03   3.7241000e+02
   2.0040000e+03   3.7678000e+02
   2.0050000e+03   3.7881000e+02
   2.0050000e+03   3.7881000e+02
   2.0060000e+03   3.8093000e+02
   2.0060000e+03   3.8093000e+02
   2.0060000e+03   3.8093000e+02
   2.0070000e+03   3.8268000e+02
   2.0100000e+03   3.8856000e+02
   2.0110000e+03   3.9044000e+02
   2.0140000e+03   3.9711000e+02
   2.0140000e+03   3.9711000e+02
